,Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
332,202121080,07/08/2021,12:15,25350,Compliance,0.52,0.78,0,<1,<1
333,202121081,07/08/2021,11:41,25550,Compliance,0.59,0.92,0,<1,<1
334,202121082,07/08/2021,11:13,26550,Compliance,0.6,1.21,0,<1,<1
335,202121083,07/08/2021,09:43,27000,Operational,0.75,0.95,0,<1,<1
336,202121084,07/08/2021,13:04,45850,Compliance,0.61,0.69,0,<1,<1
337,202121131,07/09/2021,09:49,20850,Compliance,0.68,0.77,0,<1,<1
338,202121132,07/09/2021,08:56,20900,Operational,0.61,0.69,0,<1,<1
339,202121133,07/09/2021,07:38,22850,Compliance,0.49,0.7,0,<1,<1
340,202121134,07/09/2021,08:17,23450,Compliance,0.47,0.67,0,<1,<1
341,202121135,07/09/2021,09:29,27000,Operational,0.61,0.79,0,<1,<1
342,202121136,07/09/2021,10:57,40200,Operational,0.96,0.83,0,<1,<1
343,202121137,07/09/2021,10:26,44350,Compliance,0.24,0.71,0,<1,<1
344,202121138,07/09/2021,12:28,24250,Compliance,0.69,0.76,0,<1,<1
345,202121139,07/09/2021,13:18,24350,Compliance,0.58,0.76,0,<1,<1
346,202121140,07/09/2021,10:56,50200,Operational,0.65,0.76,0,<1,<1
347,202121141,07/09/2021,11:17,50250,Compliance,0.81,0.79,0,<1,<1
348,202121142,07/09/2021,11:38,50300,Operational,0.84,0.84,0,<1,<1
349,202121143,07/09/2021,10:24,52050,Compliance,0.62,0.72,0,<1,<1
350,202121144,07/09/2021,09:14,58650,Compliance,0.04,0.58,0,<1,<1
351,202121157,07/09/2021,11:26,23950,Compliance,0.39,0.63,0,<1,<1
352,202121158,07/09/2021,11:54,43250,Compliance,0.69,0.75,0,<1,<1
353,202121159,07/09/2021,10:31,45250,Compliance,0.25,0.62,0,<1,<1
354,202121160,07/09/2021,12:40,46850,Compliance,0.69,0.74,0,<1,<1
355,202121161,07/09/2021,09:06,76550,Compliance,0.11,0.63,0,<1,<1
356,202121162,07/09/2021,08:22,77650,Compliance,0.65,0.74,0,<1,<1
357,202121163,07/09/2021,09:37,79450,Compliance,0.46,0.61,0,<1,<1
358,202121164,07/09/2021,08:24,14650,Compliance,0.54,0.7,0,<1,<1
359,202121165,07/09/2021,08:57,15150,Compliance,0.54,0.66,0,<1,<1
360,202121166,07/09/2021,12:44,17250,Compliance,0.75,0.66,0,<1,<1
361,202121167,07/09/2021,13:21,18650,Compliance,0.56,0.57,0,<1,<1
362,202121168,07/09/2021,09:45,1S03,Operational,0.77,0.76,0.7,<1,<1
363,202121169,07/09/2021,12:11,1S03A,Operational,0.87,0.83,0.71,<1,<1
364,202121170,07/09/2021,11:03,1S03B,Operational,0.6,0.77,0.7,<1,<1
365,202121171,07/09/2021,10:13,1SCH3,Operational,0.66,0.8,0.71,<1,<1
366,202121172,07/09/2021,10:22,1SCL1,Operational,0.75,0.13,0.7,<1,<1
367,202121173,07/09/2021,11:19,1S07,Operational,0.74,0.75,0,<1,<1
368,202121174,07/09/2021,08:21,31750,Compliance,0.36,0.74,0,<1,<1
369,202121175,07/09/2021,07:49,31850,Compliance,0.28,0.74,0,<1,<1
370,202121176,07/09/2021,10:15,33450,Compliance,0.57,0.12,0,<1,<1
371,202121177,07/09/2021,09:49,33950,Compliance,0.48,0.14,0,<1,<1
372,202121178,07/09/2021,09:30,38250,Compliance,0.34,0.76,0,<1,<1
373,202121179,07/09/2021,08:55,39650,Compliance,0.25,0.73,0,<1,<1
374,202121180,07/09/2021,10:52,3SC26,Operational,0.61,0.1,0,<1,<1
375,202121181,07/09/2021,08:42,32400,Operational,0.41,0.44,0,<1,<1
376,202121182,07/09/2021,09:04,33600,Operational,0.41,0.19,0,<1,<1
377,202121183,07/09/2021,10:46,34200,Operational,0.46,0.73,0,<1,<1
378,202121184,07/09/2021,09:45,34300,Operational,0.49,0.77,0,<1,<1
379,202121185,07/09/2021,10:27,35800,Operational,0.47,0.76,0,<1,<1
380,202121186,07/09/2021,10:00,36100,Operational,0.52,0.76,0,<1,<1
381,202121187,07/09/2021,08:12,36500,Operational,0.34,0.84,0,<1,<1
382,202121188,07/09/2021,07:53,36600,Operational,0.45,0.77,0,<1,<1
383,202121242,07/10/2021,08:08,22650,Compliance,0.53,0.62,0,<1,<1
384,202121243,07/10/2021,07:32,27450,Compliance,0.7,0.73,0,<1,<1
385,202121244,07/10/2021,08:44,50200,Operational,0.37,0.62,0,<1,<1
386,202121245,07/10/2021,09:06,50300,Operational,0.76,0.75,0,<1,<1
387,202121246,07/10/2021,10:11,50750,Compliance,0.16,0.64,0,<1,<1
388,202121247,07/10/2021,10:57,50850,Compliance,0.46,0.63,0,<1,<1
389,202121248,07/10/2021,09:35,52150,Compliance,0.83,0.74,0,<1,<1
390,202121261,07/10/2021,07:42,41050,Compliance,0.76,0.72,0,<1,<1
391,202121262,07/10/2021,11:35,41650,Compliance,0.92,0.84,0,<1,<1
392,202121263,07/10/2021,09:02,42150,Compliance,0.24,0.69,0,<1,<1
393,202121264,07/10/2021,09:32,43150,Compliance,0.6,0.67,0,<1,<1
394,202121265,07/10/2021,08:18,46350,Compliance,0.77,0.58,0,<1,<1
395,202121266,07/10/2021,11:07,76450,Compliance,0.71,0.69,0,<1,<1
396,202121267,07/10/2021,10:16,78550,Compliance,0.46,0.69,0,<1,<1
397,202121268,07/10/2021,07:28,11350,Compliance,0.61,0.38,0,<1,<1
398,202121269,07/10/2021,07:03,14350,Compliance,0.78,0.67,0,<1,<1
399,202121270,07/10/2021,09:16,15450,Compliance,1.16,0.86,0,<1,<1
400,202121271,07/10/2021,07:50,17450,Compliance,0.96,0.73,0,<1,<1
401,202121272,07/10/2021,10:21,1S03,Operational,0.78,0.77,0.7,<1,<1
402,202121273,07/10/2021,08:19,1S03A,Operational,1.15,0.98,0.71,<1,<1
403,202121274,07/10/2021,08:50,1S03B,Operational,0.87,0.97,0.71,<1,<1
404,202121275,07/10/2021,10:37,1SCH3,Operational,0.84,0.94,0.7,<1,<1
405,202121276,07/10/2021,10:48,1SCL1,Operational,0.65,0.13,0.7,<1,<1
406,202121277,07/10/2021,11:07,10250,Compliance,0.74,0.78,0,<1,<1
407,202121278,07/10/2021,11:30,1S07,Operational,0.75,0.78,0,<1,<1
408,202121279,07/10/2021,08:12,32350,Compliance,0.3,0.22,0,<1,<1
409,202121280,07/10/2021,08:41,35550,Compliance,0.39,0.65,0,<1,<1
410,202121281,07/10/2021,07:29,37950,Compliance,0.17,0.64,0,<1,<1
411,202121282,07/10/2021,09:33,38150,Compliance,0.29,0.68,0,<1,<1
412,202121283,07/10/2021,10:00,39550,Compliance,0.33,0.69,0,<1,<1
413,202121284,07/10/2021,10:48,3SC26,Operational,0.64,0.11,0,<1,<1
414,202121286,07/10/2021,09:55,20900,Operational,0.67,0.77,0,<1,<1
415,202121287,07/10/2021,09:43,20950,Compliance,0.69,0.8,0,<1,<1
416,202121288,07/10/2021,08:20,24450,Compliance,0.72,0.84,0,<1,<1
417,202121289,07/10/2021,07:59,24550,Compliance,0.88,0.78,0,<1,<1
418,202121290,07/10/2021,10:20,27000,Operational,0.65,0.81,0,<1,<1
419,202121291,07/10/2021,08:55,27650,Compliance,0.77,0.79,0,<1,<1
420,202121292,07/10/2021,10:50,40200,Operational,1.17,0.93,0,<1,<1
421,202121331,07/11/2021,07:38,20900,Operational,0.69,0.64,0,<1,<1
422,202121332,07/11/2021,07:04,26750,Compliance,0.56,0.59,0,<1,<1
423,202121333,07/11/2021,08:03,27000,Operational,0.71,0.7,0,<1,<1
424,202121334,07/11/2021,08:35,27850,Compliance,0.62,0.69,0,<1,<1
425,202121335,07/11/2021,10:22,40200,Operational,1.02,0.74,0,<1,<1
426,202121336,07/11/2021,10:57,40650,Compliance,0.9,0.84,0,<1,<1
427,202121337,07/11/2021,09:11,44250,Compliance,0.41,0.67,0,<1,<1
428,202121338,07/11/2021,10:03,23850,Compliance,0.75,0.78,0,<1,<1
429,202121339,07/11/2021,09:33,29050,Compliance,0.65,0.78,0,<1,<1
430,202121340,07/11/2021,10:49,29450,Compliance,0.59,0.67,0,<1,<1
431,202121341,07/11/2021,08:04,50200,Operational,0.76,0.72,0,<1,<1
432,202121342,07/11/2021,07:23,50300,Operational,0.9,0.8,0,<1,<1
433,202121343,07/11/2021,08:35,51850,Compliance,0.13,0.57,0,<1,<1
434,202121344,07/11/2021,07:07,55450,Compliance,0.01,0.53,0,<1,<1
435,202121345,07/11/2021,07:45,58950,Compliance,0.62,0.64,0,<1,<1
436,202121358,07/11/2021,08:38,25150,Compliance,0.64,0.65,0,<1,<1
437,202121359,07/11/2021,09:09,27550,Compliance,0.44,0.68,0,<1,<1
438,202121360,07/11/2021,08:05,41450,Compliance,0.23,0.57,0,<1,<1
439,202121361,07/11/2021,10:49,42750,Compliance,0.7,0.69,0,<1,<1
440,202121362,07/11/2021,11:23,46950,Compliance,0.63,0.65,0,<1,<1
441,202121363,07/11/2021,10:22,78350,Compliance,0.28,0.66,0,<1,<1
442,202121364,07/11/2021,09:50,79150,Compliance,0.37,0.64,0,<1,<1
443,202121365,07/11/2021,13:07,10150,Compliance,0.74,0.76,0,<1,<1
444,202121366,07/11/2021,12:30,11750,Compliance,0.26,0.12,0,<1,<1
445,202121367,07/11/2021,11:36,12150,Compliance,1.0,0.77,0,<1,<1
446,202121368,07/11/2021,08:55,16250,Compliance,0.88,0.69,0,<1,<1
447,202121369,07/11/2021,09:44,1S03,Operational,0.74,0.76,0.7,<1,<1
448,202121370,07/11/2021,11:48,1S03A,Operational,0.98,0.74,0.7,<1,<1
449,202121371,07/11/2021,11:02,1S03B,Operational,0.67,0.76,0.7,<1,<1
450,202121372,07/11/2021,10:11,1SCH3,Operational,0.59,0.7,0.7,<1,<1
451,202121373,07/11/2021,10:19,1SCL1,Operational,0.81,0.15,0.7,<1,<1
452,202121374,07/11/2021,09:33,15050,Compliance,0.83,0.88,0,<1,<1
453,202121375,07/11/2021,10:07,1S07,Operational,0.78,0.67,0,<1,<1
454,202121376,07/11/2021,07:37,30250,Compliance,0.36,0.63,0,<1,<1
455,202121377,07/11/2021,08:08,32650,Compliance,0.39,0.61,0,<1,<1
456,202121378,07/11/2021,08:36,34850,Compliance,0.54,0.63,0,<1,<1
457,202121379,07/11/2021,11:08,35150,Compliance,0.57,0.75,0,<1,<1
458,202121380,07/11/2021,09:05,36350,Compliance,0.49,0.13,0,<1,<1
459,202121381,07/11/2021,10:36,3SC26,Operational,0.58,0.12,0,<1,<1
460,202121408,07/10/2021,07:49,37950,Compliance,0.23,0.64,0,<1,<1
461,202121417,07/12/2021,10:03,20900,Operational,0.66,0.79,0,<1,<1
462,202121418,07/12/2021,10:46,21850,Compliance,0.39,0.64,0,<1,<1
463,202121419,07/12/2021,08:55,22050,Compliance,0.44,0.67,0,<1,<1
464,202121420,07/12/2021,11:22,23350,Compliance,0.56,0.74,0,<1,<1
465,202121421,07/12/2021,12:56,24150,Compliance,0.7,0.71,0,<1,<1
466,202121422,07/12/2021,12:11,25250,Compliance,0.5,0.62,0,<1,<1
467,202121423,07/12/2021,09:24,27000,Operational,0.74,0.72,0,<1,<1
468,202121424,07/12/2021,08:18,41350,Compliance,0.45,0.68,0,<1,<1
469,202121425,07/12/2021,10:29,23650,Compliance,0.21,0.77,0,<1,<1
470,202121426,07/12/2021,07:05,29550,Compliance,0.79,0.74,0,<1,<1
471,202121427,07/12/2021,09:17,50200,Operational,0.76,0.8,0,<1,<1
472,202121428,07/12/2021,09:44,50250,Compliance,0.81,0.76,0,<1,<1
473,202121429,07/12/2021,08:20,50300,Operational,0.87,0.87,0,<1,<1
474,202121430,07/12/2021,08:52,50650,Compliance,0.69,0.63,0,<1,<1
475,202121431,07/12/2021,07:49,51150,Compliance,0.21,0.67,0,<1,<1
476,202121444,07/12/2021,12:48,40200,Operational,0.83,0.77,0,<1,<1
477,202121445,07/12/2021,13:18,41150,Compliance,0.3,0.67,0,<1,<1
478,202121446,07/12/2021,11:59,41850,Compliance,0.64,0.74,0,<1,<1
479,202121447,07/12/2021,12:24,43750,Compliance,0.41,0.7,0,<1,<1
480,202121448,07/12/2021,08:50,44750,Compliance,0.34,0.66,0,<1,<1
481,202121449,07/12/2021,09:39,76650,Compliance,0.12,0.62,0,<1,<1
482,202121450,07/12/2021,11:30,78050,Compliance,0.15,0.61,0,<1,<1
483,202121451,07/12/2021,10:30,78850,Compliance,0.15,0.61,0,1,<1
484,202121452,07/12/2021,12:14,11550,Compliance,0.89,0.77,0,<1,<1
485,202121453,07/12/2021,13:21,13850,Compliance,0.69,0.77,0,<1,<1
486,202121454,07/12/2021,12:52,15550,Compliance,0.69,0.77,0,<1,<1
487,202121455,07/12/2021,10:05,1S03,Operational,0.84,0.8,0.71,<1,<1
488,202121456,07/12/2021,11:35,1S03A,Operational,0.89,0.78,0.71,<1,<1
489,202121457,07/12/2021,11:04,1S03B,Operational,0.78,0.74,0.71,<1,<1
490,202121458,07/12/2021,08:52,1SCH3,Operational,0.71,0.84,0.71,<1,<1
491,202121459,07/12/2021,09:05,1SCL1,Operational,0.74,0.11,0.73,<1,<1
492,202121460,07/12/2021,12:57,17550,Compliance,0.53,<0.10,0,<1,<1
493,202121461,07/12/2021,12:19,1S07,Operational,0.84,0.72,0,<1,<1
494,202121462,07/12/2021,09:48,30950,Compliance,0.31,0.74,0,<1,<1
495,202121463,07/12/2021,09:11,32550,Compliance,0.42,0.3,0,<1,<1
496,202121464,07/12/2021,11:15,34550,Compliance,0.58,0.1,0,<1,<1
497,202121465,07/12/2021,10:41,35750,Compliance,0.3,0.68,0,<1,<1
498,202121466,07/12/2021,08:31,39750,Compliance,0.45,0.7,0,<1,<1
499,202121467,07/12/2021,11:48,3SC26,Operational,0.61,0.13,0,<1,<1
500,202121469,07/12/2021,08:38,22400,Operational,0.85,0.8,0,<1,<1
501,202121470,07/12/2021,08:07,22600,Operational,0.67,0.78,0,<1,<1
502,202121471,07/12/2021,07:41,22700,Operational,0.65,0.78,0,<1,<1
503,202121472,07/12/2021,07:17,23000,Operational,0.62,0.64,0,<1,<1
504,202121473,07/12/2021,11:10,23200,Operational,0.71,0.82,0,<1,<1
505,202121474,07/12/2021,09:16,24300,Operational,0.55,0.73,0,<1,<1
506,202121475,07/12/2021,09:41,24700,Operational,0.8,0.8,0,<1,<1
507,202121476,07/12/2021,10:06,25900,Operational,0.63,0.67,0,<1,<1
508,202121518,07/13/2021,09:54,20900,Operational,0.6,0.77,0,<1,<1
509,202121519,07/13/2021,08:12,21050,Compliance,0.64,0.69,0,<1,<1
510,202121520,07/13/2021,07:40,21350,Compliance,0.44,0.65,0,<1,<1
511,202121521,07/13/2021,09:05,21950,Compliance,0.71,0.71,0,<1,<1
512,202121522,07/13/2021,08:34,24950,Compliance,0.28,0.65,0,<1,<1
513,202121523,07/13/2021,11:47,26950,Compliance,0.49,0.66,0,<1,<1
514,202121524,07/13/2021,11:17,27000,Operational,0.87,0.73,0,<1,<1
515,202121525,07/13/2021,10:38,30350,Compliance,0.59,0.77,0,<1,<1
516,202121532,07/13/2021,11:03,24650,Compliance,0.23,0.72,0,<1,<1
517,202121533,07/13/2021,10:23,25950,Compliance,0.53,0.68,0,<1,<1
518,202121534,07/13/2021,09:14,50200,Operational,0.65,0.71,0,1,<1
519,202121535,07/13/2021,09:40,50300,Operational,0.83,0.68,0,<1,<1
520,202121536,07/13/2021,08:17,51050,Compliance,0.56,0.58,0,<1,<1
521,202121537,07/13/2021,07:47,58350,Compliance,0.59,0.64,0,<1,<1
522,202121538,07/13/2021,08:45,59350,Compliance,0.8,0.68,0,<1,<1
523,202121551,07/13/2021,11:27,40200,Operational,0.96,0.8,0,<1,<1
524,202121552,07/13/2021,12:37,40850,Compliance,0.83,0.74,0,<1,<1
525,202121553,07/13/2021,12:59,40950,Compliance,0.69,0.68,0,<1,<1
526,202121554,07/13/2021,12:07,42350,Compliance,0.68,0.63,0,<1,<1
527,202121555,07/13/2021,09:51,42950,Compliance,0.19,0.55,0,<1,<1
528,202121556,07/13/2021,10:45,43950,Compliance,0.1,4.58,0,<1,<1
529,202121557,07/13/2021,09:10,77050,Compliance,0.04,0.55,0,<1,<1
530,202121558,07/13/2021,08:40,77650,Compliance,0.55,0.64,0,<1,<1
531,202121565,07/13/2021,13:24,10550,Compliance,0.51,<0.10,0,<1,<1
532,202121566,07/13/2021,12:08,17050,Compliance,0.19,0.52,0,<1,<1
533,202121567,07/13/2021,09:45,18450,Compliance,1.05,0.77,0,<1,<1
534,202121568,07/13/2021,10:20,1S03,Operational,0.84,0.64,0.71,<1,<1
535,202121569,07/13/2021,12:51,1S03A,Operational,0.91,0.7,0.71,<1,<1
536,202121570,07/13/2021,11:38,1S03B,Operational,0.82,0.72,0.71,<1,<1
537,202121571,07/13/2021,10:40,1SCH3,Operational,0.69,0.72,0.71,<1,<1
538,202121572,07/13/2021,10:48,1SCL1,Operational,0.79,0.14,0.73,<1,<1
539,202121573,07/13/2021,11:07,10250,Compliance,0.7,0.76,0,<1,<1
540,202121574,07/13/2021,10:17,13550,Compliance,0.65,0.69,0,<1,<1
541,202121575,07/13/2021,10:40,1S07,Operational,0.71,0.76,0,<1,<1
542,202121576,07/13/2021,09:10,34050,Compliance,0.61,0.67,0,<1,<1
543,202121577,07/13/2021,11:28,34150,Compliance,0.72,0.68,0,<1,<1
544,202121578,07/13/2021,11:41,35050,Compliance,0.72,0.1,0,<1,<1
545,202121579,07/13/2021,12:03,38650,Compliance,0.78,0.64,0,<1,<1
546,202121580,07/13/2021,09:44,3SC26,Operational,0.64,<0.10,0,<1,<1
547,202121590,07/13/2021,08:31,21900,Operational,0.65,0.73,0,<1,<1
548,202121591,07/13/2021,08:54,25400,Operational,0.64,0.76,0,<1,<1
549,202121592,07/13/2021,09:43,26500,Operational,0.61,0.75,0,<1,<1
550,202121593,07/13/2021,09:20,26700,Operational,0.65,0.7,0,<1,<1
551,202121594,07/13/2021,10:08,29300,Operational,0.57,0.71,0,<1,<1
552,202121595,07/13/2021,10:57,29500,Operational,0.81,0.75,0,<1,<1
553,202121644,07/13/2021,10:08,42950,Compliance,0.23,0.53,0,<1,<1
554,202121652,07/14/2021,11:10,20900,Operational,0.58,0.69,0,<1,<1
555,202121653,07/14/2021,10:34,22750,Compliance,0.64,0.71,0,<1,<1
556,202121654,07/14/2021,09:04,27000,Operational,0.78,0.6,0,<1,<1
557,202121655,07/14/2021,09:56,27350,Compliance,0.74,0.74,0,<1,<1
558,202121656,07/14/2021,09:34,28050,Compliance,0.72,0.67,0,<1,<1
559,202121657,07/14/2021,11:57,36950,Compliance,0.29,0.63,0,165.2,<1
560,202121658,07/14/2021,12:22,40350,Compliance,0.64,0.67,0,<1,<1
561,202121662,07/14/2021,07:57,20150,Compliance,0.74,0.63,0,<1,<1
562,202121663,07/14/2021,08:28,20650,Compliance,0.63,0.61,0,<1,<1
563,202121664,07/14/2021,07:20,24750,Compliance,0.63,0.61,0,<1,<1
564,202121665,07/14/2021,10:36,50200,Resample_Operational,0.72,0.61,0,<1,<1
565,202121666,07/14/2021,11:05,50300,Operational,0.96,0.72,0,<1,<1
566,202121667,07/14/2021,11:31,53550,Compliance,0.49,0.7,0,<1,<1
567,202121668,07/14/2021,09:16,58250,Compliance,0.29,0.53,0,<1,<1
568,202121669,07/14/2021,09:57,59050,Compliance,0.56,0.57,0,<1,<1
569,202121682,07/14/2021,08:19,40200,Operational,0.92,0.73,0,<1,<1
570,202121683,07/14/2021,08:44,40250,Compliance,0.86,0.84,0,<1,<1
571,202121684,07/14/2021,11:29,46250,Compliance,0.23,0.74,0,<1,<1
572,202121685,07/14/2021,09:22,47150,Compliance,0.12,0.59,0,<1,<1
573,202121686,07/14/2021,11:52,47650,Compliance,0.29,0.61,0,<1,<1
574,202121687,07/14/2021,12:05,77750,Compliance,0.08,0.55,0,<1,<1
575,202121688,07/14/2021,11:27,79550,Compliance,0.68,0.65,0,<1,<1
576,202121689,07/14/2021,08:19,11750,Compliance,0.32,0.12,0,<1,<1
577,202121690,07/14/2021,12:41,15250,Compliance,0.76,0.83,0,<1,<1
578,202121691,07/14/2021,13:12,16150,Compliance,0.81,0.72,0,<1,<1
579,202121692,07/14/2021,12:01,17950,Compliance,0.79,1.1,0,<1,<1
580,202121693,07/14/2021,10:38,1S03,Operational,0.88,0.69,0.7,<1,<1
581,202121694,07/14/2021,09:04,1S03A,Operational,1.0,0.65,0.69,<1,<1
582,202121695,07/14/2021,09:58,1S03B,Operational,0.88,0.72,0.71,<1,<1
583,202121696,07/14/2021,11:05,1SCH3,Operational,0.89,0.71,0.7,<1,<1
584,202121697,07/14/2021,11:18,1SCL1,Operational,0.8,0.12,0.72,<1,<1
585,202121698,07/14/2021,12:57,1S07,Operational,0.81,0.73,0,<1,<1
586,202121699,07/14/2021,08:36,30550,Compliance,0.35,0.75,0,<1,<1
587,202121700,07/14/2021,09:08,31450,Compliance,0.52,0.71,0,<1,<1
588,202121701,07/14/2021,09:57,31550,Compliance,0.41,0.61,0,<1,<1
589,202121702,07/14/2021,10:27,31750,Compliance,0.48,0.69,0,<1,<1
590,202121703,07/14/2021,11:07,33050,Compliance,0.55,0.74,0,<1,<1
591,202121704,07/14/2021,11:37,39950,Compliance,0.53,0.78,0,<1,<1
592,202121705,07/14/2021,12:08,3SC26,Operational,0.55,0.1,0,<1,<1
593,202121711,07/14/2021,09:02,21000,Operational,0.65,0.68,0,<1,<1
594,202121712,07/14/2021,07:49,21100,Operational,0.61,0.66,0,<1,<1
595,202121713,07/14/2021,07:32,22900,Operational,0.65,0.62,0,<1,<1
596,202121714,07/14/2021,10:18,23900,Operational,0.04,0.54,0,<1,<1
597,202121715,07/14/2021,09:39,25100,Operational,0.65,0.68,0,<1,<1
598,202121716,07/14/2021,10:34,26300,Operational,0.55,0.65,0,<1,<1
599,202121717,07/14/2021,08:28,27600,Operational,0.56,0.81,0,<1,<1
600,202121718,07/14/2021,10:34,78850,Resample_Compliance,0.23,0.6,0,<1,<1
601,202121719,07/14/2021,10:45,78850,Resample_Compliance,0.3,0.61,0,<1,<1
602,202121720,07/14/2021,10:56,78850,Resample_Compliance,0.34,0.57,0,<1,<1
603,202121756,07/13/2021,12:29,17050,Compliance,0.56,0.62,0,<1,<1
604,202121769,07/15/2021,10:02,3ISL3,Operational,0.45,0.29,0,<1,<1
605,202121770,07/15/2021,10:41,3ISL4,Operational,0.23,0.16,0,<1,<1
606,202121771,07/15/2021,09:22,4ISL5,Operational,0.84,0.81,0,<1,<1
607,202121776,07/15/2021,11:46,20050,Compliance,0.4,0.85,0,<1,<1
608,202121777,07/15/2021,11:02,23550,Compliance,0.32,0.61,0,<1,<1
609,202121778,07/15/2021,07:31,29350,Compliance,0.48,0.75,0,<1,<1
610,202121779,07/15/2021,09:44,50200,Operational,0.73,0.81,0,<1,<1
611,202121780,07/15/2021,10:05,50300,Operational,0.86,0.86,0,<1,<1
612,202121781,07/15/2021,09:17,51350,Compliance,0.37,0.6,0,<1,<1
613,202121782,07/15/2021,08:43,52450,Compliance,0.72,0.71,0,<1,<1
614,202121783,07/15/2021,08:19,58150,Compliance,0.68,0.85,0,<1,<1
615,202121800,07/15/2021,09:24,29850,Compliance,0.65,0.74,0,<1,<1
616,202121801,07/15/2021,12:09,43650,Compliance,0.58,0.76,0,<1,<1
617,202121802,07/15/2021,08:00,44950,Compliance,0.91,0.7,0,<1,<1
618,202121803,07/15/2021,10:53,45050,Compliance,0.68,0.72,0,<1,<1
619,202121804,07/15/2021,08:41,45650,Compliance,0.56,0.65,0,<1,<1
620,202121805,07/15/2021,07:16,76750,Compliance,0.53,0.65,0,<1,<1
621,202121806,07/15/2021,10:10,79050,Compliance,0.55,0.85,0,<1,<1
622,202121807,07/15/2021,10:27,42700,Operational,0.47,0.82,0,<1,<1
623,202121808,07/15/2021,11:02,45000,Operational,0.53,0.73,0,<1,<1
624,202121809,07/15/2021,07:47,45700,Operational,0.54,0.79,0,<1,<1
625,202121810,07/15/2021,08:39,46100,Operational,0.43,0.89,0,<1,<1
626,202121811,07/15/2021,08:10,47500,Operational,0.52,0.78,0,<1,<1
627,202121812,07/15/2021,09:32,48600,Operational,0.46,0.84,0,<1,<1
628,202121813,07/15/2021,10:11,76300,Operational,0.23,0.7,0,<1,<1
629,202121814,07/15/2021,10:12,10850,Compliance,0.45,0.54,0,<1,<1
630,202121815,07/15/2021,08:40,13050,Compliance,0.9,0.55,0,<1,<1
631,202121816,07/15/2021,11:58,17750,Compliance,0.85,1.29,0,<1,<1
632,202121817,07/15/2021,11:10,1S03,Operational,0.8,0.76,0.7,<1,<1
633,202121818,07/15/2021,09:02,1S03A,Operational,1.03,0.77,0.71,<1,<1
634,202121819,07/15/2021,09:37,1S03B,Operational,0.83,0.84,0.71,<1,<1
635,202121820,07/15/2021,10:35,1SCH3,Operational,0.75,0.95,0.7,<1,<1
636,202121821,07/15/2021,10:42,1SCL1,Operational,0.73,0.22,0.72,<1,<1
637,202121822,07/15/2021,10:48,13350,Compliance,0.6,0.61,0,<1,<1
638,202121823,07/15/2021,11:28,1S07,Operational,0.74,0.73,0,<1,<1
639,202121824,07/15/2021,08:02,30050,Compliance,0.58,0.71,0,<1,<1
640,202121825,07/15/2021,09:33,32150,Compliance,0.69,0.66,0,<1,<1
641,202121826,07/15/2021,08:28,32950,Compliance,0.45,0.4,0,<1,<1
642,202121827,07/15/2021,09:18,34650,Compliance,0.3,0.59,0,<1,<1
643,202121828,07/15/2021,10:26,35350,Compliance,0.37,0.14,0,<1,<1
644,202121829,07/15/2021,09:52,3SC26,Operational,0.51,0.15,0,<1,<1
645,202121831,07/15/2021,09:00,20900,Operational,0.61,0.75,0,<1,<1
646,202121832,07/15/2021,08:32,21150,Compliance,0.42,0.75,0,<1,<1
647,202121833,07/15/2021,07:42,21450,Compliance,0.58,0.74,0,<1,<1
648,202121834,07/15/2021,08:06,27000,Operational,0.7,0.75,0,<1,<1
649,202121835,07/15/2021,10:02,40150,Compliance,0.17,0.66,0,<1,<1
650,202121836,07/15/2021,10:27,40200,Operational,0.94,0.88,0,<1,<1
651,202121837,07/15/2021,09:38,44350,Compliance,0.23,0.62,0,<1,<1
652,202121928,07/16/2021,07:45,22350,Compliance,0.55,0.74,0,<1,<1
653,202121929,07/16/2021,10:46,28450,Compliance,0.55,0.72,0,<1,<1
654,202121930,07/16/2021,11:20,28550,Compliance,0.49,0.84,0,<1,<1
655,202121931,07/16/2021,09:51,50200,Operational,0.67,0.78,0,<1,<1
656,202121932,07/16/2021,10:12,50300,Operational,0.89,0.82,0,<1,<1
657,202121933,07/16/2021,08:36,51550,Compliance,0.09,0.61,0,<1,<1
658,202121934,07/16/2021,09:15,52550,Compliance,0.6,1.67,0,<1,<1
659,202121947,07/16/2021,09:15,25050,Compliance,0.62,0.82,0,<1,<1
660,202121948,07/16/2021,07:24,41550,Compliance,0.62,0.71,0,<1,<1
661,202121949,07/16/2021,08:03,43050,Compliance,0.57,0.73,0,<1,<1
662,202121950,07/16/2021,10:10,45750,Compliance,0.52,0.83,0,<1,<1
663,202121951,07/16/2021,11:49,76850,Compliance,0.58,0.83,0,<1,<1
664,202121952,07/16/2021,11:09,77350,Compliance,0.31,0.73,0,<1,<1
665,202121953,07/16/2021,12:21,78450,Compliance,0.15,0.8,0,<1,<1
666,202121954,07/16/2021,08:46,36950,Resample_Compliance,0.2,0.59,0,<1,<1
667,202121955,07/16/2021,08:52,36950,Resample_Compliance,0.29,0.64,0,<1,<1
